,Id,Año,Mes,Día,Fecha ,Vehiculo victima,Sexo,Edad victima,Gravedad,Rango_etario
3025,LC-2019-0749108,2019,11,27,2019-11-27,sd,Mujer,59,SD,Entre 41-60
3026,LC-2019-0624083,2019,10,5,2019-10-05,sd,Varon,39,SD, Entre 21- 40
3027,LC-2019-0205591,2019,4,3,2019-04-03,sd,Varon,25,SD, Entre 21- 40
3028,LC-2019-0205787,2019,4,3,2019-04-03,sd,Mujer,36,SD, Entre 21- 40
3029,LC-2019-0205809,2019,4,3,2019-04-03,sd,SD,0,SD,Menos de 20
3030,LC-2019-0206274,2019,4,3,2019-04-03,sd,Mujer,37,SD, Entre 21- 40
3031,LC-2019-0206274,2019,4,3,2019-04-03,sd,Varon,37,SD, Entre 21- 40
3032,LC-2019-0206391,2019,4,3,2019-04-03,sd,Mujer,16,SD,Menos de 20
3033,LC-2019-0206632,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3034,LC-2019-0206925,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3035,LC-2019-0206939,2019,4,3,2019-04-03,sd,Mujer,60,SD,Entre 61-80
3036,LC-2019-0207104,2019,4,3,2019-04-03,sd,Varon,48,SD,Entre 41-60
3037,LC-2019-0207196,2019,4,3,2019-04-03,sd,Mujer,41,SD,Entre 41-60
3038,LC-2019-0207196,2019,4,3,2019-04-03,sd,Varon,41,SD,Entre 41-60
3039,LC-2019-0207219,2019,4,3,2019-04-03,sd,Mujer,0,SD,Menos de 20
3040,LC-2019-0207219,2019,4,3,2019-04-03,sd,Mujer,0,SD,Menos de 20
3041,LC-2019-0207227,2019,4,3,2019-04-03,sd,Mujer,36,SD, Entre 21- 40
3042,LC-2019-0207230,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3043,LC-2019-0207234,2019,4,3,2019-04-03,sd,Mujer,37,SD, Entre 21- 40
3044,LC-2019-0207330,2019,4,3,2019-04-03,sd,Varon,44,SD,Entre 41-60
3045,LC-2019-0207413,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3046,LC-2019-0207428,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3047,LC-2019-0207464,2019,4,3,2019-04-03,sd,Mujer,7,SD,Menos de 20
3048,LC-2019-0207574,2019,4,3,2019-04-03,sd,Mujer,33,SD, Entre 21- 40
3049,LC-2019-0207589,2019,4,3,2019-04-03,sd,Varon,21,SD, Entre 21- 40
3050,LC-2019-0207601,2019,4,3,2019-04-03,sd,Mujer,34,SD, Entre 21- 40
3051,LC-2019-0207646,2019,4,3,2019-04-03,sd,Mujer,28,SD, Entre 21- 40
3052,LC-2019-0207772,2019,4,3,2019-04-03,sd,SD,0,SD,Menos de 20
3053,LC-2019-0207808,2019,4,3,2019-04-03,sd,Varon,22,SD, Entre 21- 40
3054,LC-2019-0209113,2019,4,3,2019-04-03,sd,Varon,54,SD,Entre 41-60
3055,LC-2019-0210354,2019,4,3,2019-04-03,sd,Varon,0,SD,Menos de 20
3056,LC-2019-0210392,2019,4,3,2019-04-03,sd,Varon,15,SD,Menos de 20
3057,LC-2019-0214709,2019,4,3,2019-04-03,sd,Varon,30,SD, Entre 21- 40
3058,LC-2019-0214709,2019,4,3,2019-04-03,sd,Varon,30,SD, Entre 21- 40
3059,LC-2019-0219006,2019,4,3,2019-04-03,sd,Varon,30,SD, Entre 21- 40
3060,LC-2019-0226531,2019,4,3,2019-04-03,sd,Varon,1,SD,Menos de 20
3061,LC-2019-0238588,2019,4,3,2019-04-03,sd,Varon,38,SD, Entre 21- 40
3062,LC-2019-0207780,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3063,LC-2019-0207858,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3064,LC-2019-0207914,2019,4,4,2019-04-04,sd,Mujer,0,SD,Menos de 20
3065,LC-2019-0207971,2019,4,4,2019-04-04,sd,Varon,40,SD,Entre 41-60
3066,LC-2019-0656039,2019,10,20,2019-10-20,sd,Varon,39,SD, Entre 21- 40
3067,LC-2019-0208128,2019,4,4,2019-04-04,sd,Varon,37,SD, Entre 21- 40
3068,LC-2019-0208339,2019,4,4,2019-04-04,sd,Varon,62,SD,Entre 61-80
3069,LC-2019-0208385,2019,4,4,2019-04-04,sd,Mujer,34,SD, Entre 21- 40
3070,LC-2019-0208408,2019,4,4,2019-04-04,sd,Mujer,50,SD,Entre 41-60
3071,LC-2019-0208442,2019,4,4,2019-04-04,sd,Mujer,25,SD, Entre 21- 40
3072,LC-2019-0208795,2019,4,4,2019-04-04,sd,Varon,32,SD, Entre 21- 40
3073,LC-2019-0440353,2019,7,16,2019-07-16,sd,Mujer,21,SD, Entre 21- 40
3074,LC-2019-0209063,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3075,LC-2019-0209082,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3076,LC-2019-0209211,2019,4,4,2019-04-04,sd,Varon,57,SD,Entre 41-60
3077,LC-2019-0209256,2019,4,4,2019-04-04,sd,Mujer,39,SD, Entre 21- 40
3078,LC-2019-0209256,2019,4,4,2019-04-04,sd,Varon,39,SD, Entre 21- 40
3079,LC-2019-0209351,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3080,LC-2019-0209387,2019,4,4,2019-04-04,sd,Mujer,32,SD, Entre 21- 40
3081,LC-2019-0209435,2019,4,4,2019-04-04,sd,Mujer,46,SD,Entre 41-60
3082,LC-2019-0209435,2019,4,4,2019-04-04,sd,Varon,46,SD,Entre 41-60
3083,LC-2019-0443672,2019,7,18,2019-07-18,sd,Mujer,21,SD, Entre 21- 40
3084,LC-2019-0209482,2019,4,4,2019-04-04,sd,Mujer,67,SD,Entre 61-80
3085,LC-2019-0209667,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3086,LC-2019-0209667,2019,4,4,2019-04-04,sd,Mujer,0,SD,Menos de 20
3087,LC-2019-0209688,2019,4,4,2019-04-04,sd,Mujer,42,SD,Entre 41-60
3088,LC-2019-0209704,2019,4,4,2019-04-04,sd,Varon,63,SD,Entre 61-80
3089,LC-2019-0209856,2019,4,4,2019-04-04,sd,Varon,21,SD, Entre 21- 40
3090,LC-2019-0209901,2019,4,4,2019-04-04,sd,Varon,21,SD, Entre 21- 40
3091,LC-2019-0209980,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3092,LC-2019-0209980,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3093,LC-2019-0210158,2019,4,4,2019-04-04,sd,Mujer,41,SD,Entre 41-60
3094,LC-2019-0210197,2019,4,4,2019-04-04,sd,Varon,24,SD, Entre 21- 40
3095,LC-2019-0210236,2019,4,4,2019-04-04,sd,Mujer,0,SD,Menos de 20
3096,LC-2019-0210269,2019,4,4,2019-04-04,sd,Varon,0,SD,Menos de 20
3097,LC-2019-0210508,2019,4,4,2019-04-04,sd,Varon,18,SD,Menos de 20
3098,LC-2019-0210514,2019,4,4,2019-04-04,sd,Varon,20,SD, Entre 21- 40
3099,LC-2019-0217381,2019,4,4,2019-04-04,sd,Varon,39,SD, Entre 21- 40
3100,LC-2019-0230418,2019,4,4,2019-04-04,sd,Mujer,24,SD, Entre 21- 40
3101,LC-2019-0210339,2019,4,4,2019-04-04,sd,varon,30,SD, Entre 21- 40
3102,LC-2019-0210575,2019,4,5,2019-04-05,sd,Varon,31,SD, Entre 21- 40
3103,LC-2019-0210575,2019,4,5,2019-04-05,sd,Varon,31,SD, Entre 21- 40
3104,LC-2019-0210586,2019,4,5,2019-04-05,sd,Varon,22,SD, Entre 21- 40
3105,LC-2019-0210840,2019,4,5,2019-04-05,sd,Varon,26,SD, Entre 21- 40
3106,LC-2019-0211083,2019,4,5,2019-04-05,sd,Varon,26,SD, Entre 21- 40
3107,LC-2019-0211084,2019,4,5,2019-04-05,sd,Varon,52,SD,Entre 41-60
3108,LC-2019-0211189,2019,4,5,2019-04-05,sd,Mujer,52,SD,Entre 41-60
3109,LC-2019-0211284,2019,4,5,2019-04-05,sd,Varon,30,SD, Entre 21- 40
3110,LC-2019-0211393,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3111,LC-2019-0211453,2019,4,5,2019-04-05,sd,Varon,33,SD, Entre 21- 40
3112,LC-2019-0211541,2019,4,5,2019-04-05,sd,Varon,39,SD, Entre 21- 40
3113,LC-2019-0211688,2019,4,5,2019-04-05,sd,Varon,33,SD, Entre 21- 40
3114,LC-2019-0211707,2019,4,5,2019-04-05,sd,Mujer,39,SD, Entre 21- 40
3115,LC-2019-0211715,2019,4,5,2019-04-05,sd,SD,0,SD,Menos de 20
3116,LC-2019-0211721,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3117,LC-2019-0211964,2019,4,5,2019-04-05,sd,Varon,49,SD,Entre 41-60
3118,LC-2019-0212018,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3119,LC-2019-0212102,2019,4,5,2019-04-05,sd,Varon,33,SD, Entre 21- 40
3120,LC-2019-0212115,2019,4,5,2019-04-05,sd,Varon,34,SD, Entre 21- 40
3121,LC-2019-0212136,2019,4,5,2019-04-05,sd,Varon,31,SD, Entre 21- 40
3122,LC-2019-0212196,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3123,LC-2019-0212196,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3124,LC-2019-0212256,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3125,LC-2019-0212411,2019,4,5,2019-04-05,sd,Mujer,57,SD,Entre 41-60
3126,LC-2019-0212419,2019,4,5,2019-04-05,sd,Varon,36,SD, Entre 21- 40
3127,LC-2019-0212423,2019,4,5,2019-04-05,sd,SD,0,SD,Menos de 20
3128,LC-2019-0212506,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3129,LC-2019-0212807,2019,4,5,2019-04-05,sd,Varon,3,SD,Menos de 20
3130,LC-2019-0212907,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3131,LC-2019-0212907,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3132,LC-2019-0212980,2019,4,5,2019-04-05,sd,Mujer,36,SD, Entre 21- 40
3133,LC-2019-0011534,2019,1,7,2019-01-07,sd,Varon,25,SD, Entre 21- 40
3134,LC-2019-0213051,2019,4,5,2019-04-05,sd,Mujer,48,SD,Entre 41-60
3135,LC-2019-0213051,2019,4,5,2019-04-05,sd,Varon,48,SD,Entre 41-60
3136,LC-2019-0213054,2019,4,5,2019-04-05,sd,Mujer,23,SD, Entre 21- 40
3137,LC-2019-0213211,2019,4,5,2019-04-05,sd,Varon,0,SD,Menos de 20
3138,LC-2019-0011575,2019,1,7,2019-01-07,sd,Varon,21,SD, Entre 21- 40
3139,LC-2019-0213472,2019,4,5,2019-04-05,sd,Mujer,34,SD, Entre 21- 40
3140,LC-2019-0213472,2019,4,5,2019-04-05,sd,Mujer,34,SD, Entre 21- 40
3141,LC-2019-0213472,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3142,LC-2019-0213472,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3143,LC-2019-0213484,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3144,LC-2019-0213504,2019,4,5,2019-04-05,sd,SD,0,SD,Menos de 20
3145,LC-2019-0213518,2019,4,5,2019-04-05,sd,Varon,13,SD,Menos de 20
3146,LC-2019-0213570,2019,4,5,2019-04-05,sd,Mujer,0,SD,Menos de 20
3147,LC-2019-0087277,2019,2,10,2019-02-10,sd,Varon,0,SD,Menos de 20
3148,LC-2019-0213659,2019,4,5,2019-04-05,sd,Varon,30,SD, Entre 21- 40
3149,LC-2019-0213766,2019,4,5,2019-04-05,sd,Varon,29,SD, Entre 21- 40
3150,LC-2019-0213821,2019,4,5,2019-04-05,sd,Varon,31,SD, Entre 21- 40
3151,LC-2019-0218851,2019,4,5,2019-04-05,sd,Varon,61,SD,Entre 61-80
3152,LC-2019-0258203,2019,4,5,2019-04-05,sd,Varon,48,SD,Entre 41-60
3153,LC-2019-0212362,2019,4,5,2019-04-05,sd,varon,23,SD, Entre 21- 40
3154,LC-2019-0277335,2019,4,5,2019-04-05,sd,varon,39,SD, Entre 21- 40
3155,LC-2019-0213521,2019,4,6,2019-04-06,sd,Varon,25,SD, Entre 21- 40
3156,LC-2019-0213629,2019,4,6,2019-04-06,sd,Mujer,0,SD,Menos de 20
3157,LC-2019-0213703,2019,4,6,2019-04-06,sd,Varon,45,SD,Entre 41-60
3158,LC-2019-0364381,2019,6,11,2019-06-11,sd,Varon,0,SD,Menos de 20
3159,LC-2019-0213908,2019,4,6,2019-04-06,sd,Varon,32,SD, Entre 21- 40
3160,LC-2019-0213926,2019,4,6,2019-04-06,sd,Mujer,0,SD,Menos de 20
3161,LC-2019-0213939,2019,4,6,2019-04-06,sd,Varon,30,SD, Entre 21- 40
3162,LC-2019-0214002,2019,4,6,2019-04-06,sd,Varon,31,SD, Entre 21- 40
3163,LC-2019-0214147,2019,4,6,2019-04-06,sd,Mujer,55,SD,Entre 41-60
3164,LC-2019-0214289,2019,4,6,2019-04-06,sd,Mujer,24,SD, Entre 21- 40
3165,LC-2019-0214406,2019,4,6,2019-04-06,sd,Mujer,26,SD, Entre 21- 40
3166,LC-2019-0214406,2019,4,6,2019-04-06,sd,Mujer,26,SD, Entre 21- 40
3167,LC-2019-0214406,2019,4,6,2019-04-06,sd,Mujer,29,SD, Entre 21- 40
3168,LC-2019-0214406,2019,4,6,2019-04-06,sd,Mujer,33,SD, Entre 21- 40
3169,LC-2019-0214406,2019,4,6,2019-04-06,sd,Varon,7,SD,Menos de 20
3170,LC-2019-0214428,2019,4,6,2019-04-06,sd,Mujer,64,SD,Entre 61-80
3171,LC-2019-0214491,2019,4,6,2019-04-06,sd,Varon,48,SD,Entre 41-60
3172,LC-2019-0214676,2019,4,6,2019-04-06,sd,Varon,53,SD,Entre 41-60
3173,LC-2019-0214816,2019,4,6,2019-04-06,sd,Varon,0,SD,Menos de 20
3174,LC-2019-0009807,2019,1,5,2019-01-05,sd,Varon,40,SD,Entre 41-60
3175,LC-2019-0214903,2019,4,6,2019-04-06,sd,Varon,0,SD,Menos de 20
3176,LC-2019-0214903,2019,4,6,2019-04-06,sd,Varon,0,SD,Menos de 20
3177,LC-2019-0214976,2019,4,6,2019-04-06,sd,Mujer,31,SD, Entre 21- 40
3178,LC-2019-0214983,2019,4,6,2019-04-06,sd,Varon,0,SD,Menos de 20
3179,LC-2019-0214996,2019,4,6,2019-04-06,sd,Varon,28,SD, Entre 21- 40
3180,LC-2019-0215030,2019,4,6,2019-04-06,sd,Varon,70,SD,Entre 61-80
3181,LC-2019-0215096,2019,4,6,2019-04-06,sd,Mujer,71,SD,Entre 61-80
3182,LC-2019-0215100,2019,4,6,2019-04-06,sd,Varon,44,SD,Entre 41-60
3183,LC-2019-0215133,2019,4,6,2019-04-06,sd,Mujer,0,SD,Menos de 20
3184,LC-2019-0215224,2019,4,6,2019-04-06,sd,Mujer,55,SD,Entre 41-60
3185,LC-2019-0046465,2019,1,22,2019-01-22,sd,Varon,0,SD,Menos de 20
3186,LC-2019-0215232,2019,4,6,2019-04-06,sd,Varon,57,SD,Entre 41-60
3187,LC-2019-0215249,2019,4,6,2019-04-06,sd,Varon,26,SD, Entre 21- 40
3188,LC-2019-0215372,2019,4,6,2019-04-06,sd,Varon,33,SD, Entre 21- 40
3189,LC-2019-0215433,2019,4,6,2019-04-06,sd,SD,0,SD,Menos de 20
3190,LC-2019-0219069,2019,4,6,2019-04-06,sd,Varon,0,SD,Menos de 20
3191,LC-2019-0291262,2019,4,6,2019-04-06,sd,Varon,53,SD,Entre 41-60
3192,LC-2019-0215436,2019,4,7,2019-04-07,sd,Varon,0,SD,Menos de 20
3193,LC-2019-0215436,2019,4,7,2019-04-07,sd,Mujer,0,SD,Menos de 20
3194,LC-2019-0215501,2019,4,7,2019-04-07,sd,Varon,24,SD, Entre 21- 40
3195,LC-2019-0215651,2019,4,7,2019-04-07,sd,Varon,32,SD, Entre 21- 40
3196,LC-2019-0215761,2019,4,7,2019-04-07,sd,Varon,25,SD, Entre 21- 40
3197,LC-2019-0215761,2019,4,7,2019-04-07,sd,Varon,25,SD, Entre 21- 40
3198,LC-2019-0215866,2019,4,7,2019-04-07,sd,Varon,19,SD,Menos de 20
3199,LC-2019-0215995,2019,4,7,2019-04-07,sd,Mujer,69,SD,Entre 61-80
3200,LC-2019-0216055,2019,4,7,2019-04-07,sd,Varon,28,SD, Entre 21- 40
3201,LC-2019-0216055,2019,4,7,2019-04-07,sd,Mujer,28,SD, Entre 21- 40
3202,LC-2019-0216091,2019,4,7,2019-04-07,sd,Varon,18,SD,Menos de 20
3203,LC-2019-0216121,2019,4,7,2019-04-07,sd,Varon,30,SD, Entre 21- 40
3204,LC-2019-0216137,2019,4,7,2019-04-07,sd,Varon,24,SD, Entre 21- 40
3205,LC-2019-0216219,2019,4,7,2019-04-07,sd,Varon,84,SD,Más de 80
3206,LC-2019-0216255,2019,4,7,2019-04-07,sd,Mujer,72,SD,Entre 61-80
3207,LC-2019-0216298,2019,4,7,2019-04-07,sd,Varon,35,SD, Entre 21- 40
3208,LC-2019-0216564,2019,4,7,2019-04-07,sd,Mujer,16,SD,Menos de 20
3209,LC-2019-0216569,2019,4,7,2019-04-07,sd,Varon,42,SD,Entre 41-60
3210,LC-2019-0216572,2019,4,7,2019-04-07,sd,Varon,35,SD, Entre 21- 40
3211,LC-2019-0216628,2019,4,7,2019-04-07,sd,Mujer,15,SD,Menos de 20
3212,LC-2019-0216648,2019,4,7,2019-04-07,sd,Varon,0,SD,Menos de 20
3213,LC-2019-0219434,2019,4,7,2019-04-07,sd,Varon,0,SD,Menos de 20
3214,LC-2019-0236056,2019,4,7,2019-04-07,sd,Mujer,23,SD, Entre 21- 40
3215,LC-2019-0241501,2019,4,7,2019-04-07,sd,Varon,45,SD,Entre 41-60
3216,LC-2019-0329294,2019,4,7,2019-04-07,sd,Varon,36,SD, Entre 21- 40
3217,LC-2019-0216612,2019,4,8,2019-04-08,sd,Mujer,26,SD, Entre 21- 40
3218,LC-2019-0216612,2019,4,8,2019-04-08,sd,Varon,26,SD, Entre 21- 40
3219,LC-2019-0216612,2019,4,8,2019-04-08,sd,Varon,0,SD,Menos de 20
3220,LC-2019-0216612,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3221,LC-2019-0216612,2019,4,8,2019-04-08,sd,Varon,0,SD,Menos de 20
3222,LC-2019-0216616,2019,4,8,2019-04-08,sd,Varon,61,SD,Entre 61-80
3223,LC-2019-0216726,2019,4,8,2019-04-08,sd,Varon,21,SD, Entre 21- 40
3224,LC-2019-0216821,2019,4,8,2019-04-08,sd,Varon,36,SD, Entre 21- 40
3225,LC-2019-0216821,2019,4,8,2019-04-08,sd,Varon,36,SD, Entre 21- 40
3226,LC-2019-0217015,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3227,LC-2019-0217174,2019,4,8,2019-04-08,sd,Varon,27,SD, Entre 21- 40
3228,LC-2019-0217317,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3229,LC-2019-0217365,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3230,LC-2019-0217460,2019,4,8,2019-04-08,sd,Varon,22,SD, Entre 21- 40
3231,LC-2019-0217565,2019,4,8,2019-04-08,sd,Varon,39,SD, Entre 21- 40
3232,LC-2019-0217591,2019,4,8,2019-04-08,sd,Mujer,69,SD,Entre 61-80
3233,LC-2019-0217638,2019,4,8,2019-04-08,sd,Varon,27,SD, Entre 21- 40
3234,LC-2019-0217946,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3235,LC-2019-0217966,2019,4,8,2019-04-08,sd,Mujer,83,SD,Más de 80
3236,LC-2019-0218226,2019,4,8,2019-04-08,sd,Varon,76,SD,Entre 61-80
3237,LC-2019-0218233,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3238,LC-2019-0218286,2019,4,8,2019-04-08,sd,Varon,57,SD,Entre 41-60
3239,LC-2019-0218778,2019,4,8,2019-04-08,sd,Mujer,0,SD,Menos de 20
3240,LC-2019-0420738,2019,7,7,2019-07-07,sd,Varon,32,SD, Entre 21- 40
3241,LC-2019-0218888,2019,4,8,2019-04-08,sd,Varon,33,SD, Entre 21- 40
3242,LC-2019-0218888,2019,4,8,2019-04-08,sd,Varon,33,SD, Entre 21- 40
3243,LC-2019-0219061,2019,4,8,2019-04-08,sd,Varon,42,SD,Entre 41-60
3244,LC-2019-0219131,2019,4,8,2019-04-08,sd,Varon,43,SD,Entre 41-60
3245,LC-2019-0219160,2019,4,8,2019-04-08,sd,Varon,51,SD,Entre 41-60
3246,LC-2019-0219221,2019,4,8,2019-04-08,sd,Mujer,37,SD, Entre 21- 40
3247,LC-2019-0219233,2019,4,8,2019-04-08,sd,Varon,20,SD, Entre 21- 40
3248,LC-2019-0219269,2019,4,8,2019-04-08,sd,Varon,29,SD, Entre 21- 40
3249,LC-2019-0219269,2019,4,8,2019-04-08,sd,Mujer,29,SD, Entre 21- 40
3250,LC-2019-0219347,2019,4,8,2019-04-08,sd,SD,0,SD,Menos de 20
3251,LC-2019-0219417,2019,4,8,2019-04-08,sd,Varon,49,SD,Entre 41-60
3252,LC-2019-0219439,2019,4,8,2019-04-08,sd,Mujer,9,SD,Menos de 20
3253,LC-2019-0219514,2019,4,8,2019-04-08,sd,Varon,33,SD, Entre 21- 40
3254,LC-2019-0225912,2019,4,8,2019-04-08,sd,Varon,25,SD, Entre 21- 40
3255,LC-2019-0226641,2019,4,8,2019-04-08,sd,Mujer,45,SD,Entre 41-60
3256,LC-2019-0238403,2019,4,8,2019-04-08,sd,Mujer,75,SD,Entre 61-80
3257,LC-2019-0218755,2019,4,8,2019-04-08,sd,varon,24,SD, Entre 21- 40
3258,LC-2019-0219711,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3259,LC-2019-0219789,2019,4,9,2019-04-09,sd,Mujer,22,SD, Entre 21- 40
3260,LC-2019-0219966,2019,4,9,2019-04-09,sd,Varon,22,SD, Entre 21- 40
3261,LC-2019-0220048,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3262,LC-2019-0220215,2019,4,9,2019-04-09,sd,Mujer,51,SD,Entre 41-60
3263,LC-2019-0220350,2019,4,9,2019-04-09,sd,SD,0,SD,Menos de 20
3264,LC-2019-0220383,2019,4,9,2019-04-09,sd,Mujer,48,SD,Entre 41-60
3265,LC-2019-0220383,2019,4,9,2019-04-09,sd,Mujer,48,SD,Entre 41-60
3266,LC-2019-0220393,2019,4,9,2019-04-09,sd,Varon,29,SD, Entre 21- 40
3267,LC-2019-0220602,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3268,LC-2019-0220718,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3269,LC-2019-0220718,2019,4,9,2019-04-09,sd,SD,0,SD,Menos de 20
3270,LC-2019-0220732,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3271,LC-2019-0220732,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3272,LC-2019-0220790,2019,4,9,2019-04-09,sd,Varon,68,SD,Entre 61-80
3273,LC-2019-0221201,2019,4,9,2019-04-09,sd,Varon,77,SD,Entre 61-80
3274,LC-2019-0221234,2019,4,9,2019-04-09,sd,Mujer,73,SD,Entre 61-80
3275,LC-2019-0221355,2019,4,9,2019-04-09,sd,Varon,36,SD, Entre 21- 40
3276,LC-2019-0221518,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3277,LC-2019-0221518,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3278,LC-2019-0221529,2019,4,9,2019-04-09,sd,Varon,72,SD,Entre 61-80
3279,LC-2019-0221529,2019,4,9,2019-04-09,sd,Varon,72,SD,Entre 61-80
3280,LC-2019-0768934,2019,12,4,2019-12-04,sd,Varon,32,SD, Entre 21- 40
3281,LC-2019-0221580,2019,4,9,2019-04-09,sd,Varon,21,SD, Entre 21- 40
3282,LC-2019-0221630,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3283,LC-2019-0221650,2019,4,9,2019-04-09,sd,Varon,34,SD, Entre 21- 40
3284,LC-2019-0221785,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3285,LC-2019-0221837,2019,4,9,2019-04-09,sd,Varon,0,SD,Menos de 20
3286,LC-2019-0221861,2019,4,9,2019-04-09,sd,Varon,29,SD, Entre 21- 40
3287,LC-2019-0222222,2019,4,9,2019-04-09,sd,Varon,82,SD,Más de 80
3288,LC-2019-0222227,2019,4,9,2019-04-09,sd,Varon,28,SD, Entre 21- 40
3289,LC-2019-0222284,2019,4,9,2019-04-09,sd,Varon,59,SD,Entre 41-60
3290,LC-2019-0222316,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3291,LC-2019-0222445,2019,4,9,2019-04-09,sd,Varon,42,SD,Entre 41-60
3292,LC-2019-0222513,2019,4,9,2019-04-09,sd,Varon,26,SD, Entre 21- 40
3293,LC-2019-0222538,2019,4,9,2019-04-09,sd,Varon,30,SD, Entre 21- 40
3294,LC-2019-0226271,2019,4,9,2019-04-09,sd,Mujer,0,SD,Menos de 20
3295,LC-2019-0258934,2019,4,9,2019-04-09,sd,Varon,37,SD, Entre 21- 40
3296,LC-2019-0309655,2019,4,9,2019-04-09,sd,Varon,38,SD, Entre 21- 40
3297,LC-2019-0699735,2019,11,6,2019-11-06,sd,Varon,55,SD,Entre 41-60
3298,LC-2019-0221744,2019,4,9,2019-04-09,sd,varon,44,SD,Entre 41-60
3299,LC-2019-0553441,2019,4,9,2019-04-09,sd,varon,49,SD,Entre 41-60
3300,LC-2019-0554682,2019,4,9,2019-04-09,sd,mujer,44,SD,Entre 41-60
3301,LC-2019-0222914,2019,4,10,2019-04-10,sd,Varon,39,SD, Entre 21- 40
3302,LC-2019-0222923,2019,4,10,2019-04-10,sd,Mujer,32,SD, Entre 21- 40
3303,LC-2019-0223009,2019,4,10,2019-04-10,sd,Mujer,0,SD,Menos de 20
3304,LC-2019-0223013,2019,4,10,2019-04-10,sd,Mujer,0,SD,Menos de 20
3305,LC-2019-0223297,2019,4,10,2019-04-10,sd,Varon,53,SD,Entre 41-60
3306,LC-2019-0223302,2019,4,10,2019-04-10,sd,Mujer,69,SD,Entre 61-80
3307,LC-2019-0223307,2019,4,10,2019-04-10,sd,Varon,58,SD,Entre 41-60
3308,LC-2019-0223612,2019,4,10,2019-04-10,sd,Mujer,41,SD,Entre 41-60
3309,LC-2019-0223776,2019,4,10,2019-04-10,sd,Varon,39,SD, Entre 21- 40
3310,LC-2019-0223808,2019,4,10,2019-04-10,sd,Varon,0,SD,Menos de 20
3311,LC-2019-0223824,2019,4,10,2019-04-10,sd,Mujer,0,SD,Menos de 20
3312,LC-2019-0223824,2019,4,10,2019-04-10,sd,Varon,0,SD,Menos de 20
3313,LC-2019-0224028,2019,4,10,2019-04-10,sd,Varon,30,SD, Entre 21- 40
3314,LC-2019-0394361,2019,6,25,2019-06-25,sd,Mujer,40,SD,Entre 41-60
3315,LC-2019-0224222,2019,4,10,2019-04-10,sd,Varon,23,SD, Entre 21- 40
3316,LC-2019-0224227,2019,4,10,2019-04-10,sd,Varon,59,SD,Entre 41-60
3317,LC-2019-0224227,2019,4,10,2019-04-10,sd,Mujer,59,SD,Entre 41-60
3318,LC-2019-0224292,2019,4,10,2019-04-10,sd,Varon,0,SD,Menos de 20
