,Id,Año,Mes,Día,Fecha ,Vehiculo victima,Sexo,Edad victima,Gravedad,Rango_etario
11784,PFA-2019-0000301,2019,11,4,2019-11-04,sd,varon,34,SD, Entre 21- 40
11785,PFA-2019-0000084,2019,4,6,2019-04-06,sd,mujer,52,SD,Entre 41-60
11786,PFA-2019-0000314,2019,6,25,2019-06-25,sd,varon,27,SD, Entre 21- 40
11787,PFA-2019-0000118,2019,8,9,2019-08-09,sd,varon,31,SD, Entre 21- 40
11788,PFA-2019-0002588,2019,8,23,2019-08-23,sd,varon,40,SD,Entre 41-60
11789,PFA-2019-0001382,2019,8,24,2019-08-24,sd,varon,40,SD,Entre 41-60
11790,PNA-2019-0005246 ,2019,12,20,2019-12-20,sd,mujer,33,SD, Entre 21- 40
11791,LC-2019-0035901,2019,6,8,2019-06-08,sd,varon,25,SD, Entre 21- 40
11792,LC-2019-0047133,2019,7,31,2019-07-31,sd,varon,63,SD,Entre 61-80
11793,LC-2020-0000558,2020,1,1,2020-01-01,MOTO,Varon,27,sd, Entre 21- 40
11794,LC-2020-0000558,2020,1,1,2020-01-01,MOTO,Varon,27,sd, Entre 21- 40
11795,LC-2020-0000558,2020,1,1,2020-01-01,MOTO,Mujer,26,sd, Entre 21- 40
11796,LC-2020-0005673,2020,1,3,2020-01-03,MOTO,Mujer,33,sd, Entre 21- 40
11797,LC-2020-0026628,2020,1,13,2020-01-13,AUTO,Mujer,58,sd,Entre 41-60
11798,LC-2020-0032358,2020,1,16,2020-01-16,TAXI,Varon,54,sd,Entre 41-60
11799,LC-2020-0129020,2020,2,28,2020-02-28,MOTO,Varon,47,sd,Entre 41-60
11800,LC-2020-0133076,2020,3,2,2020-03-02,PEATON,Mujer,28,sd, Entre 21- 40
11801,LC-2020-0145116,2020,3,6,2020-03-06,MOTO,Varon,32,sd, Entre 21- 40
11802,LC-2020-0207810,2020,4,23,2020-04-23,MOTO,Varon,30,sd, Entre 21- 40
11803,LC-2020-0218025,2020,4,27,2020-04-27,CICLISTA,Varon,46,sd,Entre 41-60
11804,LC-2020-0258713,2020,5,26,2020-05-26,MOTO,Varon,0,sd,Menos de 20
11805,LC-2020-0266558,2020,5,29,2020-05-29,SD,Varon,36,sd, Entre 21- 40
11806,LC-2020-0425320,2020,7,9,2020-07-09,MOTO,Mujer,46,sd,Entre 41-60
11807,LC-2020-0440620,2020,7,17,2020-07-17,MOTO,Varon,43,sd,Entre 41-60
11808,LC-2020-0442018,2020,7,19,2020-07-19,MOTO,Varon,37,sd, Entre 21- 40
11809,LC-2020-0459776,2020,7,31,2020-07-31,SD,Varon,36,sd, Entre 21- 40
11810,LC-2020-0459776,2020,7,31,2020-07-31,SD,Mujer,13,sd,Menos de 20
11811,LC-2020-0459787,2020,7,31,2020-07-31,CICLISTA,Varon,44,sd,Entre 41-60
11812,LC-2020-0478467,2020,8,13,2020-08-13,SD,SD,0,sd,Menos de 20
11813,LC-2020-0518497,2020,9,13,2020-09-13,CICLISTA,Mujer,31,sd, Entre 21- 40
11814,LC-2020-0590823,2020,10,31,2020-10-31,MOTO,mujer,26,SD, Entre 21- 40
11815,LC-2020-0590823,2020,10,31,2020-10-31,MOTO,Varon,34,SD, Entre 21- 40
11816,LC-2020-0595125,2020,11,3,2020-11-03,TRANSPORTE PUBLICO,Mujer,55,sd,Entre 41-60
11817,LC-2020-0597269,2020,11,4,2020-11-04,SD,Varon,26,sd, Entre 21- 40
11818,LC-2020-0605081,2020,11,10,2020-11-10,CICLISTA,Varon,26,sd, Entre 21- 40
11819,LC-2020-0608182,2020,11,11,2020-11-11,AUTO,Mujer,45,sd,Entre 41-60
11820,LC-2020-0608282,2020,11,11,2020-11-11,PEATON,Mujer,76,sd,Entre 61-80
11821,LC-2020-0665773,2020,12,18,2020-12-18,SD,Varon,36,sd, Entre 21- 40
11822,LC-2020-0667309,2020,12,20,2020-12-20,TRANSPORTE PUBLICO,Mujer,60,sd,Entre 61-80
11823,LC-2020-0004057,2020,1,3,2020-01-03,CICLISTA,Varon,22,sd, Entre 21- 40
11824,LC-2020-0080058,2020,2,6,2020-02-06,PEATON,Mujer,21,sd, Entre 21- 40
11825,LC-2020-0158648,2020,3,11,2020-03-11,MOTO,Varon,26,sd, Entre 21- 40
11826,LC-2020-0601610,2020,11,7,2020-11-07,CICLISTA,Mujer,56,sd,Entre 41-60
11827,LC-2020-0009521,2020,1,6,2020-01-06,MOTO,Varon,35,sd, Entre 21- 40
11828,LC-2020-0009521,2020,1,6,2020-01-06,MOTO,Mujer,32,sd, Entre 21- 40
11829,LC-2020-0010884,2020,1,6,2020-01-06,CICLISTA,SD,0,sd,Menos de 20
11830,LC-2020-0027088,2020,1,13,2020-01-13,CICLISTA,Varon,28,SD, Entre 21- 40
11831,LC-2020-0036870,2020,1,17,2020-01-17,PEATON,Varon,33,sd, Entre 21- 40
11832,LC-2020-0063000,2020,1,30,2020-01-30,SD,SD,0,sd,Menos de 20
11833,LC-2020-0063690,2020,1,30,2020-01-30,SD,Mujer,38,sd, Entre 21- 40
11834,LC-2020-0066637,2020,1,31,2020-01-31,CICLISTA,Varon,31,sd, Entre 21- 40
11835,LC-2020-0071625,2020,2,3,2020-02-03,PEATON,Varon,6,sd,Menos de 20
11836,LC-2020-0076710,2020,2,5,2020-02-05,MOTO,Varon,55,sd,Entre 41-60
11837,LC-2020-0076710,2020,2,5,2020-02-05,MOTO,Mujer,30,sd, Entre 21- 40
11838,LC-2020-0083706,2020,2,8,2020-02-08,MOTO,SD,0,sd,Menos de 20
11839,LC-2020-0090098,2020,2,11,2020-02-11,MOTO,SD,0,sd,Menos de 20
11840,LC-2020-0090656,2020,2,11,2020-02-11,CICLISTA,Mujer,40,sd,Entre 41-60
11841,LC-2020-0099966,2020,2,15,2020-02-15,SD,SD,0,sd,Menos de 20
11842,LC-2020-0116660,2020,2,22,2020-02-22,TRANSPORTE PUBLICO,Varon,68,sd,Entre 61-80
11843,LC-2020-0130012,2020,2,28,2020-02-28,MOTO,Varon,39,sd, Entre 21- 40
11844,LC-2020-0133197,2020,3,2,2020-03-02,AUTO,SD,34,sd, Entre 21- 40
11845,LC-2020-0137839,2020,3,3,2020-03-03,TRANSPORTE PUBLICO,Mujer,43,sd,Entre 41-60
11846,LC-2020-0138556,2020,3,3,2020-03-03,TRANSPORTE PUBLICO,Mujer,19,sd,Menos de 20
11847,LC-2020-0144108,2020,3,5,2020-03-05,CICLISTA,SD,0,sd,Menos de 20
11848,LC-2020-0156788,2020,3,11,2020-03-11,MOTO,Mujer,40,sd,Entre 41-60
11849,LC-2020-0163978,2020,3,13,2020-03-13,MOTO,Varon,45,sd,Entre 41-60
11850,LC-2020-0166098,2020,3,15,2020-03-15,AUTO,Mujer,42,sd,Entre 41-60
11851,LC-2020-0171213,2020,3,17,2020-03-17,MOTO,Varon,24,sd, Entre 21- 40
11852,LC-2020-0172036,2020,3,18,2020-03-18,SD,SD,0,sd,Menos de 20
11853,LC-2020-0230580,2020,5,7,2020-05-07,MOTO,Varon,29,sd, Entre 21- 40
11854,LC-2020-0243872,2020,5,17,2020-05-17,SD,SD,0,sd,Menos de 20
11855,LC-2020-0243885,2020,5,17,2020-05-17,MOVIL,Varon,0,sd,Menos de 20
11856,LC-2020-0244615,2020,5,17,2020-05-17,MOTO,Varon,46,sd,Entre 41-60
11857,LC-2020-0283476,2020,6,5,2020-06-05,SD,Mujer,47,sd,Entre 41-60
11858,LC-2020-0285189,2020,6,6,2020-06-06,AUTO,Varon,38,sd, Entre 21- 40
11859,LC-2020-0317101,2020,6,18,2020-06-18,MOTO,Varon,65,sd,Entre 61-80
11860,LC-2020-0375656,2020,6,29,2020-06-29,TAXI,Mujer,22,sd, Entre 21- 40
11861,LC-2020-0375656,2020,6,29,2020-06-29,TAXI,Varon,35,sd, Entre 21- 40
11862,LC-2020-0437860,2020,7,16,2020-07-16,MOTO,Varon,36,sd, Entre 21- 40
11863,LC-2020-0440416,2020,7,17,2020-07-17,PEATON,Mujer,58,sd,Entre 41-60
11864,LC-2020-0442430,2020,7,19,2020-07-19,PEATON,Mujer,29,sd, Entre 21- 40
11865,LC-2020-0456532,2020,7,29,2020-07-29,MOTO,Varon,40,sd,Entre 41-60
11866,LC-2020-0465239,2020,8,5,2020-08-05,TAXI,Mujer,54,sd,Entre 41-60
11867,LC-2020-0465239,2020,8,5,2020-08-05,TAXI,Mujer,61,sd,Entre 61-80
11868,LC-2020-0468935,2020,8,7,2020-08-07,PEATON,Mujer,20,sd, Entre 21- 40
11869,LC-2020-0481113,2020,8,15,2020-08-15,CICLISTA,Mujer,20,sd, Entre 21- 40
11870,LC-2020-0488063,2020,8,21,2020-08-21,CICLISTA,Varon,51,sd,Entre 41-60
11871,LC-2020-0489846,2020,8,22,2020-08-22,TAXI,SD,0,sd,Menos de 20
11872,LC-2020-0490207,2020,8,22,2020-08-22,AUTO,SD,0,sd,Menos de 20
11873,LC-2020-0494895,2020,8,26,2020-08-26,MOTO,Varon,32,sd, Entre 21- 40
11874,LC-2020-0530872,2020,9,22,2020-09-22,PEATON,Mujer,27,sd, Entre 21- 40
11875,LC-2020-0552516,2020,10,5,2020-10-05,SD,Mujer,32,sd, Entre 21- 40
11876,LC-2020-0553837,2020,10,6,2020-10-06,SD,Varon,33,sd, Entre 21- 40
11877,LC-2020-0555178,2020,10,7,2020-10-07,SD,Mujer,37,sd, Entre 21- 40
11878,LC-2020-0558999,2020,10,9,2020-10-09,SD,Varon,54,sd,Entre 41-60
11879,LC-2020-0561789,2020,10,12,2020-10-12,MOTO,Varon,30,sd, Entre 21- 40
11880,LC-2020-0561952,2020,10,12,2020-10-12,SD,Varon,50,sd,Entre 41-60
11881,LC-2020-0572959,2020,10,19,2020-10-19,SD,Varon,12,sd,Menos de 20
11882,LC-2020-0572959,2020,10,19,2020-10-19,SD,Mujer,39,sd, Entre 21- 40
11883,LC-2020-0572959,2020,10,19,2020-10-19,SD,Varon,33,sd, Entre 21- 40
11884,LC-2020-0573299,2020,10,20,2020-10-20,SD,Mujer,58,sd,Entre 41-60
11885,LC-2020-0573299,2020,10,20,2020-10-20,SD,Varon,23,sd, Entre 21- 40
11886,LC-2020-0573299,2020,10,20,2020-10-20,SD,Mujer,53,sd,Entre 41-60
11887,LC-2020-0576448,2020,10,22,2020-10-22,SD,Varon,24,sd, Entre 21- 40
11888,LC-2020-0584918,2020,10,27,2020-10-27,SD,Mujer,24,sd, Entre 21- 40
11889,LC-2020-0589536,2020,10,30,2020-10-30,SD,Varon,27,sd, Entre 21- 40
11890,LC-2020-0589768,2020,10,30,2020-10-30,SD,Varon,51,sd,Entre 41-60
11891,LC-2020-0606407,2020,11,10,2020-11-10,AUTO,Mujer,19,sd,Menos de 20
11892,LC-2020-0612613,2020,11,13,2020-11-13,MOTO,Varon,50,sd,Entre 41-60
11893,LC-2020-0619879,2020,11,18,2020-11-18,AUTO,SD,0,sd,Menos de 20
11894,LC-2020-0626918,2020,11,24,2020-11-24,SD,Varon,20,sd, Entre 21- 40
11895,LC-2020-0645803,2020,12,6,2020-12-06,SD,Varon,52,sd,Entre 41-60
11896,LC-2020-0646259,2020,12,6,2020-12-06,SD,Varon,22,sd, Entre 21- 40
11897,LC-2020-0646259,2020,12,6,2020-12-06,SD,Varon,42,sd,Entre 41-60
11898,LC-2020-0653678,2020,12,11,2020-12-11,SD,Varon,29,sd, Entre 21- 40
11899,LC-2020-0655333,2020,12,13,2020-12-13,AUTO,Varon,23,sd, Entre 21- 40
11900,LC-2020-0659105,2020,12,15,2020-12-15,SD,Varon,63,sd,Entre 61-80
11901,LC-2020-0664823,2020,12,18,2020-12-18,SD,Mujer,35,sd, Entre 21- 40
11902,LC-2020-0665123,2020,12,18,2020-12-18,CICLISTA,Varon,60,sd,Entre 61-80
11903,LC-2020-0669297,2020,12,21,2020-12-21,SD,Varon,62,sd,Entre 61-80
11904,LC-2020-0670578,2020,12,22,2020-12-22,SD,Mujer,49,sd,Entre 41-60
11905,LC-2020-0671669,2020,12,22,2020-12-22,SD,Varon,23,sd, Entre 21- 40
11906,LC-2020-0663518,2020,12,17,2020-12-17,SD,Varon,68,sd,Entre 61-80
11907,LC-2020-0663518,2020,12,17,2020-12-17,SD,Mujer,72,sd,Entre 61-80
11908,LC-2020-0663518,2020,12,17,2020-12-17,SD,Mujer,27,sd, Entre 21- 40
11909,LC-2020-0099290,2020,2,14,2020-02-14,CICLISTA,Varon,20,sd, Entre 21- 40
11910,LC-2020-0111765,2020,2,20,2020-02-20,CICLISTA,Mujer,22,sd, Entre 21- 40
11911,LC-2020-0132091,2020,3,1,2020-03-01,MOTO,Varon,36,sd, Entre 21- 40
11912,LC-2020-0597103,2020,11,4,2020-11-04,MOTO,varon,71,SD,Entre 61-80
11913,LC-2020-0597103,2020,11,4,2020-11-04,MOTO,Varon,13,sd,Menos de 20
11914,LC-2020-0598507,2020,11,5,2020-11-05,MOTO,Varon,28,sd, Entre 21- 40
11915,LC-2020-0091559,2020,2,12,2020-02-12,CICLISTA,Varon,54,sd,Entre 41-60
11916,LC-2020-0615573,2020,11,16,2020-11-16,MOTO,Varon,29,sd, Entre 21- 40
11917,LC-2020-0130766,2020,2,29,2020-02-29,SD,SD,0,sd,Menos de 20
11918,LC-2020-0006961,2020,1,4,2020-01-04,MOTO,SD,0,sd,Menos de 20
11919,LC-2020-0009903,2020,1,6,2020-01-06,MOTO,Varon,45,sd,Entre 41-60
11920,LC-2020-0010864,2020,1,6,2020-01-06,MOTO,Varon,27,sd, Entre 21- 40
11921,LC-2020-0021470,2020,1,10,2020-01-10,CICLISTA,Varon,55,sd,Entre 41-60
11922,LC-2020-0027974,2020,1,14,2020-01-14,MOTO,SD,0,sd,Menos de 20
11923,LC-2020-0032010,2020,1,15,2020-01-15,PEATON,Varon,26,sd, Entre 21- 40
11924,LC-2020-0032735,2020,1,16,2020-01-16,MOTO,Varon,37,sd, Entre 21- 40
11925,LC-2020-0035374,2020,1,17,2020-01-17,MOTO,Mujer,25,sd, Entre 21- 40
11926,LC-2020-0044261,2020,1,21,2020-01-21,CICLISTA,Mujer,28,sd, Entre 21- 40
11927,LC-2020-0046459,2020,1,22,2020-01-22,CICLISTA,Varon,21,sd, Entre 21- 40
11928,LC-2020-0054727,2020,1,27,2020-01-27,PEATON,Mujer,26,sd, Entre 21- 40
11929,LC-2020-0058744,2020,1,28,2020-01-28,SD,Varon,67,sd,Entre 61-80
11930,LC-2020-0058993,2020,1,28,2020-01-28,MOTO,Varon,41,sd,Entre 41-60
11931,LC-2020-0059395,2020,1,28,2020-01-28,PEATON,Varon,25,sd, Entre 21- 40
11932,LC-2020-0059893,2020,1,29,2020-01-29,MOTO,Varon,42,sd,Entre 41-60
11933,LC-2020-0062252,2020,1,29,2020-01-29,MOTO,Varon,27,sd, Entre 21- 40
11934,LC-2020-0062406,2020,1,29,2020-01-29,SD,Varon,33,sd, Entre 21- 40
11935,LC-2020-0065791,2020,1,31,2020-01-31,MOTO,Varon,38,sd, Entre 21- 40
11936,LC-2020-0077879,2020,2,6,2020-02-06,SD,SD,0,sd,Menos de 20
11937,LC-2020-0079952,2020,2,6,2020-02-06,MOTO,varon,56,SD,Entre 41-60
11938,LC-2020-0079952,2020,2,6,2020-02-06,MOTO,Mujer,52,sd,Entre 41-60
11939,LC-2020-0081304,2020,2,7,2020-02-07,CICLISTA,Varon,47,sd,Entre 41-60
11940,LC-2020-0085312,2020,2,9,2020-02-09,MOTO,Varon,57,SD,Entre 41-60
11941,LC-2020-0087074,2020,2,10,2020-02-10,PEATON,Mujer,26,sd, Entre 21- 40
11942,LC-2020-0090834,2020,2,11,2020-02-11,PEATON,Varon,29,sd, Entre 21- 40
11943,LC-2020-0091990,2020,2,12,2020-02-12,MOTO,Varon,37,sd, Entre 21- 40
11944,LC-2020-0093040,2020,2,12,2020-02-12,PEATON,Varon,21,sd, Entre 21- 40
11945,LC-2020-0093040,2020,2,12,2020-02-12,PEATON,Mujer,31,sd, Entre 21- 40
11946,LC-2020-0101734,2020,2,16,2020-02-16,MOTO,sd,0,sd,Menos de 20
11947,LC-2020-0103972,2020,2,17,2020-02-17,SD,SD,0,sd,Menos de 20
11948,LC-2020-0108881,2020,2,19,2020-02-19,MOTO,Varon,28,sd, Entre 21- 40
11949,LC-2020-0110032,2020,2,19,2020-02-19,MOTO,Varon,31,sd, Entre 21- 40
11950,LC-2020-0111436,2020,2,20,2020-02-20,AUTO,Varon,69,sd,Entre 61-80
11951,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Mujer,54,sd,Entre 41-60
11952,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Mujer,50,sd,Entre 41-60
11953,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Mujer,65,sd,Entre 61-80
11954,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Varon,69,sd,Entre 61-80
11955,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Mujer,24,sd, Entre 21- 40
11956,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,SD,43,sd,Entre 41-60
11957,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Varon,33,sd, Entre 21- 40
11958,LC-2020-0112197,2020,2,20,2020-02-20,TRANSPORTE PUBLICO,Varon,58,sd,Entre 41-60
11959,LC-2020-0112269,2020,2,20,2020-02-20,SD,Varon,75,sd,Entre 61-80
11960,LC-2020-0117185,2020,2,22,2020-02-22,MOTO,SD,0,sd,Menos de 20
11961,LC-2020-0124218,2020,2,26,2020-02-26,PEATON,Varon,32,sd, Entre 21- 40
11962,LC-2020-0128755,2020,2,28,2020-02-28,TAXI,Varon,46,sd,Entre 41-60
11963,LC-2020-0129305,2020,2,28,2020-02-28,CICLISTA,Varon,27,sd, Entre 21- 40
11964,LC-2020-0130256,2020,2,29,2020-02-29,MOTO,Varon,25,sd, Entre 21- 40
11965,LC-2020-0138467,2020,3,3,2020-03-03,SD,Varon,40,sd,Entre 41-60
11966,LC-2020-0139928,2020,3,4,2020-03-04,MOTO,Varon,35,sd, Entre 21- 40
11967,LC-2020-0141569,2020,3,4,2020-03-04,AUTO,Mujer,31,sd, Entre 21- 40
11968,LC-2020-0146319,2020,3,6,2020-03-06,CICLISTA,SD,0,sd,Menos de 20
11969,LC-2020-0151490,2020,3,9,2020-03-09,AUTO,Varon,67,sd,Entre 61-80
11970,LC-2020-0161256,2020,3,12,2020-03-12,AUTO,Mujer,43,sd,Entre 41-60
11971,LC-2020-0162423,2020,3,13,2020-03-13,PEATON,Varon,23,sd, Entre 21- 40
11972,LC-2020-0195843,2020,4,12,2020-04-12,TRANSPORTE PUBLICO,Mujer,31,sd, Entre 21- 40
11973,LC-2020-0203599,2020,4,20,2020-04-20,MOTO,Varon,34,sd, Entre 21- 40
11974,LC-2020-0229174,2020,5,6,2020-05-06,CICLISTA,sd,0,sd,Menos de 20
11975,LC-2020-0232615,2020,5,8,2020-05-08,PEATON,Varon,29,sd, Entre 21- 40
11976,LC-2020-0247217,2020,5,19,2020-05-19,CICLISTA,Varon,0,sd,Menos de 20
11977,LC-2020-0291636,2020,6,10,2020-06-10,CICLISTA,Varon,24,sd, Entre 21- 40
11978,LC-2020-0376147,2020,6,29,2020-06-29,MOTO,Varon,24,sd, Entre 21- 40
11979,LC-2020-0417781,2020,7,7,2020-07-07,PEATON,Varon,21,sd, Entre 21- 40
11980,LC-2020-0431271,2020,7,13,2020-07-13,MOTO,Varon,52,sd,Entre 41-60
11981,LC-2020-0460050,2020,7,31,2020-07-31,CAMION,Varon,53,sd,Entre 41-60
11982,LC-2020-0482575,2020,8,17,2020-08-17,SD,Varon,27,sd, Entre 21- 40
11983,LC-2020-0496896,2020,8,27,2020-08-27,CICLISTA,Mujer,39,sd, Entre 21- 40
11984,LC-2020-0499275,2020,8,29,2020-08-29,MOTO,Varon,23,sd, Entre 21- 40
11985,LC-2020-0507151,2020,9,5,2020-09-05,SD,SD,0,sd,Menos de 20
11986,LC-2020-0515146,2020,9,10,2020-09-10,PEATON,Mujer,4,sd,Menos de 20
11987,LC-2020-0534131,2020,9,24,2020-09-24,MOTO,Varon,40,sd,Entre 41-60
11988,LC-2020-0536886,2020,9,25,2020-09-25,MOTO,Varon,23,sd, Entre 21- 40
11989,LC-2020-0541917,2020,9,29,2020-09-29,MOTO,Varon,36,sd, Entre 21- 40
11990,LC-2020-0542042,2020,9,29,2020-09-29,MOTO,Mujer,24,sd, Entre 21- 40
11991,LC-2020-0543033,2020,9,30,2020-09-30,CICLISTA,Varon,28,sd, Entre 21- 40
11992,LC-2020-0548736,2020,10,2,2020-10-02,SD,Varon,37,sd, Entre 21- 40
11993,LC-2020-0553811,2020,10,6,2020-10-06,AUTO,Varon,47,sd,Entre 41-60
11994,LC-2020-0558255,2020,10,9,2020-10-09,SD,Varon,40,sd,Entre 41-60
11995,LC-2020-0561302,2020,10,11,2020-10-11,SD,Varon,29,sd, Entre 21- 40
11996,LC-2020-0571027,2020,10,18,2020-10-18,SD,Varon,21,sd, Entre 21- 40
11997,LC-2020-0571161,2020,10,18,2020-10-18,SD,Varon,47,sd,Entre 41-60
11998,LC-2020-0599160,2020,11,5,2020-11-05,TAXI,Varon,0,sd,Menos de 20
11999,LC-2020-0617002,2020,11,17,2020-11-17,PEATON,Varon,74,sd,Entre 61-80
12000,LC-2020-0623298,2020,11,20,2020-11-20,MOTO,Varon,48,sd,Entre 41-60
12001,LC-2020-0645308,2020,12,5,2020-12-05,SD,Varon,37,sd, Entre 21- 40
12002,LC-2020-0650245,2020,12,9,2020-12-09,SD,Mujer,31,sd, Entre 21- 40
12003,LC-2020-0666880,2020,12,19,2020-12-19,SD,Varon,29,sd, Entre 21- 40
12004,LC-2020-0666880,2020,12,19,2020-12-19,SD,Varon,65,sd,Entre 61-80
12005,LC-2020-0667885,2020,12,20,2020-12-20,SD,Mujer,32,sd, Entre 21- 40
12006,LC-2020-0671769,2020,12,22,2020-12-22,SD,SD,0,sd,Menos de 20
12007,LC-2020-0002854,2020,1,2,2020-01-02,AUTO,SD,0,sd,Menos de 20
12008,LC-2020-0006530,2020,1,4,2020-01-04,CICLISTA,Mujer,44,sd,Entre 41-60
12009,LC-2020-0014991,2020,1,8,2020-01-08,MOTO,Varon,27,sd, Entre 21- 40
12010,LC-2020-0026597,2020,1,13,2020-01-13,PEATON,Varon,36,sd, Entre 21- 40
12011,LC-2020-0048405,2020,1,23,2020-01-23,MOTO,Varon,39,sd, Entre 21- 40
12012,LC-2020-0049028,2020,1,23,2020-01-23,MOTO,Varon,24,GRAVE, Entre 21- 40
12013,LC-2020-0066855,2020,1,31,2020-01-31,TRANSPORTE PUBLICO,SD,0,sd,Menos de 20
12014,LC-2020-0079959,2020,2,6,2020-02-06,CICLISTA,Varon,47,sd,Entre 41-60
12015,LC-2020-0090691,2020,2,11,2020-02-11,CICLISTA,Mujer,42,sd,Entre 41-60
12016,LC-2020-0095192,2020,2,13,2020-02-13,PEATON,Mujer,41,sd,Entre 41-60
12017,LC-2020-0100312,2020,2,15,2020-02-15,PEATON,Mujer,28,sd, Entre 21- 40
12018,LC-2020-0142685,2020,3,5,2020-03-05,MOTO,Varon,38,SD, Entre 21- 40
12019,LC-2020-0148418,2020,3,7,2020-03-07,MOTO,Varon,38,sd, Entre 21- 40
12020,LC-2020-0154578,2020,3,10,2020-03-10,PEATON,Varon,29,sd, Entre 21- 40
12021,LC-2020-0161641,2020,3,13,2020-03-13,PEATON,Mujer,24,sd, Entre 21- 40
12022,LC-2020-0166766,2020,3,15,2020-03-15,AUTO,Varon,48,sd,Entre 41-60
12023,LC-2020-0178949,2020,3,25,2020-03-25,CICLISTA,Varon,25,sd, Entre 21- 40
12024,LC-2020-0216070,2020,4,27,2020-04-27,AUTO,SD,0,sd,Menos de 20
12025,LC-2020-0221306,2020,4,29,2020-04-29,MOTO,varon,31,SD, Entre 21- 40
12026,LC-2020-0221306,2020,4,29,2020-04-29,MOTO,Varon,56,sd,Entre 41-60
12027,LC-2020-0237233,2020,5,12,2020-05-12,CICLISTA,Varon,46,sd,Entre 41-60
12028,LC-2020-0251191,2020,5,21,2020-05-21,MOTO,Varon,53,sd,Entre 41-60
12029,LC-2020-0256286,2020,5,24,2020-05-24,CICLISTA,SD,0,sd,Menos de 20
12030,LC-2020-0268904,2020,5,31,2020-05-31,SD,Varon,0,sd,Menos de 20
12031,LC-2020-0359319,2020,6,23,2020-06-23,PEATON,Varon,35,sd, Entre 21- 40
12032,LC-2020-0362696,2020,6,24,2020-06-24,CICLISTA,Varon,27,sd, Entre 21- 40
12033,LC-2020-0387476,2020,7,2,2020-07-02,CICLISTA,Varon,34,sd, Entre 21- 40
12034,LC-2020-0450143,2020,7,24,2020-07-24,MOTO,Varon,21,GRAVE, Entre 21- 40
12035,LC-2020-0466062,2020,8,5,2020-08-05,CICLISTA,Varon,51,sd,Entre 41-60
12036,LC-2020-0476263,2020,8,11,2020-08-11,MOTO,Varon,28,sd, Entre 21- 40
12037,LC-2020-0496715,2020,8,27,2020-08-27,CICLISTA,Mujer,24,sd, Entre 21- 40
12038,LC-2020-0497523,2020,8,28,2020-08-28,CICLISTA,Varon,33,sd, Entre 21- 40
12039,LC-2020-0500977,2020,8,31,2020-08-31,TRANSPORTE PUBLICO,Varon,54,sd,Entre 41-60
12040,LC-2020-0519858,2020,9,14,2020-09-14,PEATON,Varon,43,sd,Entre 41-60
12041,LC-2020-0524636,2020,9,17,2020-09-17,PEATON,Mujer,28,sd, Entre 21- 40
12042,LC-2020-0524933,2020,9,17,2020-09-17,MOTO,Mujer,23,sd, Entre 21- 40
12043,LC-2020-0525086,2020,9,17,2020-09-17,MOTO,Varon,56,sd,Entre 41-60
12044,LC-2020-0538907,2020,9,27,2020-09-27,AUTO,Varon,51,sd,Entre 41-60
12045,LC-2020-0549907,2020,10,3,2020-10-03,MOTO,Varon,22,sd, Entre 21- 40
12046,LC-2020-0550785,2020,10,4,2020-10-04,MOTO,Varon,38,sd, Entre 21- 40
12047,LC-2020-0552272,2020,10,5,2020-10-05,TAXI,Varon,57,sd,Entre 41-60
12048,LC-2020-0553123,2020,10,6,2020-10-06,CICLISTA,Mujer,18,sd,Menos de 20
12049,LC-2020-0555159,2020,10,7,2020-10-07,TRANSPORTE PUBLICO,Mujer,64,sd,Entre 61-80
12050,LC-2020-0555383,2020,10,7,2020-10-07,CICLISTA,Varon,62,sd,Entre 61-80
12051,LC-2020-0556749,2020,10,8,2020-10-08,AUTO,Varon,32,sd, Entre 21- 40
12052,LC-2020-0560509,2020,10,10,2020-10-10,PEATON,Mujer,64,sd,Entre 61-80
12053,LC-2020-0591918,2020,11,1,2020-11-01,TAXI,SD,0,sd,Menos de 20
12054,LC-2020-0593386,2020,11,2,2020-11-02,CICLISTA,Mujer,35,sd, Entre 21- 40
12055,LC-2020-0601389,2020,11,7,2020-11-07,TAXI,Varon,70,sd,Entre 61-80
12056,LC-2020-0606552,2020,11,10,2020-11-10,PEATON,Mujer,19,sd,Menos de 20
12057,LC-2020-0608537,2020,11,11,2020-11-11,CICLISTA,Varon,23,sd, Entre 21- 40
12058,LC-2020-0609217,2020,11,12,2020-11-12,PEATON,Varon,13,sd,Menos de 20
12059,LC-2020-0609251,2020,11,12,2020-11-12,SD,Varon,69,sd,Entre 61-80
12060,LC-2020-0613183,2020,11,14,2020-11-14,AUTO,Varon,25,sd, Entre 21- 40
12061,LC-2020-0613872,2020,11,14,2020-11-14,CICLISTA,Mujer,38,sd, Entre 21- 40
12062,LC-2020-0614050,2020,11,14,2020-11-14,MOTO,Varon,31,sd, Entre 21- 40
