Id,Fecha,Aaa,Mes_x,Día_x,Día semana,Hora,Num víctimas,Participantes,Acusado,Victima,Sexo,Edad victima,Rango etario,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
LC-2020-0096444,1900-01-01,2020,2,13,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0100950,1900-01-01,2020,2,15,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0101598,1900-01-01,2020,2,16,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2020-0106898,1900-01-01,2020,2,18,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0112632,1900-01-01,2020,2,20,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0115946,1900-01-01,2020,2,21,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0117898,1900-01-01,2020,2,23,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0118658,1900-01-01,2020,2,23,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2020-0123078,1900-01-01,2020,2,26,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0124101,1900-01-01,2020,2,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0127036,1900-01-01,2020,2,27,,,,,,,Mujer,67,Entre 61-80,,,,,,,,,,,,
LC-2020-0127087,1900-01-01,2020,2,27,,,,,,,Mujer,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0129470,1900-01-01,2020,2,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0129630,1900-01-01,2020,2,28,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0132064,1900-01-01,2020,3,1,,,,,,,Varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2020-0138390,1900-01-01,2020,3,3,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0139920,1900-01-01,2020,3,4,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0141185,1900-01-01,2020,3,4,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0142426,1900-01-01,2020,3,5,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0142869,1900-01-01,2020,3,5,,,,,,,Varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2020-0146851,1900-01-01,2020,3,6,,,,,,,SD,36, Entre 21- 40,,,,,,,,,,,,
LC-2020-0259518,1900-01-01,2020,5,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0505683,1900-01-01,2020,9,4,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2020-0527361,1900-01-01,2020,9,19,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0527819,1900-01-01,2020,9,19,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0599525,1900-01-01,2020,11,6,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0015770,1900-01-01,2020,1,8,,,,,,,Varon,63,Entre 61-80,,,,,,,,,,,,
LC-2020-0040897,1900-01-01,2020,1,20,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0158137,1900-01-01,2020,3,11,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0232174,1900-01-01,2020,5,8,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0237625,1900-01-01,2020,5,12,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2020-0245414,1900-01-01,2020,5,18,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0453646,1900-01-01,2020,7,27,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0459788,1900-01-01,2020,7,31,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2020-0474903,1900-01-01,2020,8,11,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0498992,1900-01-01,2020,8,29,,,,,,,Mujer,52,Entre 41-60,,,,,,,,,,,,
LC-2020-0517728,1900-01-01,2020,9,12,,,,,,,Mujer,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0536977,1900-01-01,2020,9,25,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0563953,1900-01-01,2020,10,13,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0570019,1900-01-01,2020,10,17,,,,,,,Varon,53,Entre 41-60,,,,,,,,,,,,
LC-2020-0591051,1900-01-01,2020,10,31,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0613940,1900-01-01,2020,11,14,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0630408,1900-01-01,2020,11,26,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2020-0630408,1900-01-01,2020,11,26,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2020-0647601,1900-01-01,2020,12,8,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0647601,1900-01-01,2020,12,8,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2020-0647601,1900-01-01,2020,12,8,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0653851,1900-01-01,2020,12,11,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2020-0653851,1900-01-01,2020,12,11,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0654574,1900-01-01,2020,12,12,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0654574,1900-01-01,2020,12,12,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0658471,1900-01-01,2020,12,15,,,,,,,Varon,14,Menos de 20,,,,,,,,,,,,
LC-2020-0673771,1900-01-01,2020,12,23,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2020-0673771,1900-01-01,2020,12,23,,,,,,,Mujer,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0675042,1900-01-01,2020,12,24,,,,,,,Mujer,51,Entre 41-60,,,,,,,,,,,,
LC-2020-0000427,1900-01-01,2020,1,1,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2020-0000427,1900-01-01,2020,1,1,,,,,,,SD,38, Entre 21- 40,,,,,,,,,,,,
LC-2020-0002428,1900-01-01,2020,1,2,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0002428,1900-01-01,2020,1,2,,,,,,,Mujer,4,Menos de 20,,,,,,,,,,,,
LC-2020-0007207,1900-01-01,2020,1,4,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0007216,1900-01-01,2020,1,4,,,,,,,Mujer,15,Menos de 20,,,,,,,,,,,,
LC-2020-0007216,1900-01-01,2020,1,4,,,,,,,Mujer,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0007216,1900-01-01,2020,1,4,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2020-0007216,1900-01-01,2020,1,4,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0007386,1900-01-01,2020,1,4,,,,,,,Mujer,78,Entre 61-80,,,,,,,,,,,,
LC-2020-0014401,1900-01-01,2020,1,7,,,,,,,Varon,17,Menos de 20,,,,,,,,,,,,
LC-2020-0016458,1900-01-01,2020,1,8,,,,,,,Mujer,72,Entre 61-80,,,,,,,,,,,,
LC-2020-0016895,1900-01-01,2020,1,8,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0018769,1900-01-01,2020,1,9,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0019256,1900-01-01,2020,1,9,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2020-0019776,1900-01-01,2020,1,10,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2020-0022013,1900-01-01,2020,1,10,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0022013,1900-01-01,2020,1,10,,,,,,,Varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2020-0025353,1900-01-01,2020,1,13,,,,,,,Mujer,50,Entre 41-60,,,,,,,,,,,,
LC-2020-0025699,1900-01-01,2020,1,13,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0034070,1900-01-01,2020,1,16,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2020-0053291,1900-01-01,2020,1,25,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0054670,1900-01-01,2020,1,26,,,,,,,varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2020-0054670,1900-01-01,2020,1,26,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2020-0060428,1900-01-01,2020,1,29,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0061867,1900-01-01,2020,1,29,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2020-0064315,1900-01-01,2020,1,30,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0068788,1900-01-01,2020,2,1,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0068977,1900-01-01,2020,2,1,,,,,,,Mujer,64,Entre 61-80,,,,,,,,,,,,
LC-2020-0069841,1900-01-01,2020,2,2,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0069923,1900-01-01,2020,2,2,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2020-0075223,1900-01-01,2020,2,4,,,,,,,Mujer,50,Entre 41-60,,,,,,,,,,,,
LC-2020-0080299,1900-01-01,2020,2,7,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0080517,1900-01-01,2020,2,7,,,,,,,Varon,50,Entre 41-60,,,,,,,,,,,,
LC-2020-0082766,1900-01-01,2020,2,7,,,,,,,Varon,9,Menos de 20,,,,,,,,,,,,
LC-2020-0082766,1900-01-01,2020,2,7,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0084093,1900-01-01,2020,2,8,,,,,,,Mujer,63,Entre 61-80,,,,,,,,,,,,
LC-2020-0084093,1900-01-01,2020,2,8,,,,,,,Mujer,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0088655,1900-01-01,2020,2,11,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0089620,1900-01-01,2020,2,11,,,,,,,Mujer,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0092815,1900-01-01,2020,2,12,,,,,,,varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0092815,1900-01-01,2020,2,12,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0093320,1900-01-01,2020,2,12,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0095477,1900-01-01,2020,2,13,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0096423,1900-01-01,2020,2,13,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0096495,1900-01-01,2020,2,13,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0110480,1900-01-01,2020,2,19,,,,,,,Mujer,69,Entre 61-80,,,,,,,,,,,,
LC-2020-0110744,1900-01-01,2020,2,20,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0113214,1900-01-01,2020,2,20,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0115481,1900-01-01,2020,2,21,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0115481,1900-01-01,2020,2,21,,,,,,,Mujer,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0115481,1900-01-01,2020,2,21,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2020-0116468,1900-01-01,2020,2,22,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0119705,1900-01-01,2020,2,24,,,,,,,Mujer,10,Menos de 20,,,,,,,,,,,,
LC-2020-0119705,1900-01-01,2020,2,24,,,,,,,Mujer,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0121248,1900-01-01,2020,2,25,,,,,,,Mujer,56,Entre 41-60,,,,,,,,,,,,
LC-2020-0123188,1900-01-01,2020,2,26,,,,,,,Mujer,79,Entre 61-80,,,,,,,,,,,,
LC-2020-0126580,1900-01-01,2020,2,27,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2020-0126653,1900-01-01,2020,2,27,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0131211,1900-01-01,2020,2,29,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0134760,1900-01-01,2020,3,2,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0135611,1900-01-01,2020,3,2,,,,,,,Varon,55,Entre 41-60,,,,,,,,,,,,
LC-2020-0139174,1900-01-01,2020,3,4,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2020-0141101,1900-01-01,2020,3,4,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0144014,1900-01-01,2020,3,5,,,,,,,Mujer,22, Entre 21- 40,,,,,,,,,,,,
LC-2020-0144129,1900-01-01,2020,3,5,,,,,,,Mujer,12,Menos de 20,,,,,,,,,,,,
LC-2020-0148537,1900-01-01,2020,3,7,,,,,,,Mujer,37, Entre 21- 40,,,,,,,,,,,,
LC-2020-0148537,1900-01-01,2020,3,7,,,,,,,Varon,15,Menos de 20,,,,,,,,,,,,
LC-2020-0151195,1900-01-01,2020,3,9,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0151195,1900-01-01,2020,3,9,,,,,,,Mujer,56,Entre 41-60,,,,,,,,,,,,
LC-2020-0151195,1900-01-01,2020,3,9,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0151195,1900-01-01,2020,3,9,,,,,,,Mujer,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0151195,1900-01-01,2020,3,9,,,,,,,Mujer,19,Menos de 20,,,,,,,,,,,,
LC-2020-0152911,1900-01-01,2020,3,9,,,,,,,Varon,60,Entre 61-80,,,,,,,,,,,,
LC-2020-0157199,1900-01-01,2020,3,11,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0159694,1900-01-01,2020,3,12,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0163879,1900-01-01,2020,3,13,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0164839,1900-01-01,2020,3,14,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0164839,1900-01-01,2020,3,14,,,,,,,Mujer,15,Menos de 20,,,,,,,,,,,,
LC-2020-0166235,1900-01-01,2020,3,15,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0169497,1900-01-01,2020,3,17,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2020-0170569,1900-01-01,2020,3,17,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0171614,1900-01-01,2020,3,18,,,,,,,varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0171614,1900-01-01,2020,3,18,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0171697,1900-01-01,2020,3,18,,,,,,,Mujer,87,Más de 80,,,,,,,,,,,,
LC-2020-0172440,1900-01-01,2020,3,18,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2020-0172440,1900-01-01,2020,3,18,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0173928,1900-01-01,2020,3,19,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0186301,1900-01-01,2020,4,2,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0186997,1900-01-01,2020,4,2,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,SD,64,Entre 61-80,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2020-0188608,1900-01-01,2020,4,4,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0198305,1900-01-01,2020,4,14,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0198410,1900-01-01,2020,4,15,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2020-0204368,1900-01-01,2020,4,20,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0204368,1900-01-01,2020,4,20,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0204368,1900-01-01,2020,4,20,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0204368,1900-01-01,2020,4,20,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0204368,1900-01-01,2020,4,20,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0205163,1900-01-01,2020,4,21,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0208534,1900-01-01,2020,4,23,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2020-0222471,1900-01-01,2020,4,30,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2020-0222471,1900-01-01,2020,4,30,,,,,,,mujer,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0225160,1900-01-01,2020,5,3,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0227004,1900-01-01,2020,5,5,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2020-0229531,1900-01-01,2020,5,7,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0229531,1900-01-01,2020,5,7,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2020-0229531,1900-01-01,2020,5,7,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0233280,1900-01-01,2020,5,9,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0236823,1900-01-01,2020,5,12,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0237320,1900-01-01,2020,5,12,,,,,,,Mujer,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0242250,1900-01-01,2020,5,15,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2020-0242350,1900-01-01,2020,5,15,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2020-0258002,1900-01-01,2020,5,25,,,,,,,Varon,55,Entre 41-60,,,,,,,,,,,,
LC-2020-0285619,1900-01-01,2020,6,7,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2020-0285619,1900-01-01,2020,6,7,,,,,,,Mujer,41,Entre 41-60,,,,,,,,,,,,
LC-2020-0378480,1900-01-01,2020,6,30,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2020-0410450,1900-01-01,2020,7,4,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2020-0427971,1900-01-01,2020,7,10,,,,,,,Varon,62,Entre 61-80,,,,,,,,,,,,
LC-2020-0427971,1900-01-01,2020,7,10,,,,,,,Mujer,20, Entre 21- 40,,,,,,,,,,,,
LC-2020-0430001,1900-01-01,2020,7,12,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0435746,1900-01-01,2020,7,15,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0441211,1900-01-01,2020,7,18,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0444033,1900-01-01,2020,7,20,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2020-0449441,1900-01-01,2020,7,24,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2020-0452010,1900-01-01,2020,7,26,,,,,,,Mujer,19,Menos de 20,,,,,,,,,,,,
LC-2020-0453250,1900-01-01,2020,7,27,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2020-0460484,1900-01-01,2020,8,1,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2020-0464063,1900-01-01,2020,8,4,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2020-0467547,1900-01-01,2020,8,6,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2020-0467698,1900-01-01,2020,8,7,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0476727,1900-01-01,2020,8,12,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0496791,1900-01-01,2020,8,27,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2020-0496959,1900-01-01,2020,8,27,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0496959,1900-01-01,2020,8,27,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0506684,1900-01-01,2020,9,4,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2020-0510238,1900-01-01,2020,9,7,,,,,,,Mujer,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0510238,1900-01-01,2020,9,7,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2020-0515040,1900-01-01,2020,9,10,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0516322,1900-01-01,2020,9,11,,,,,,,Varon,62,Entre 61-80,,,,,,,,,,,,
LC-2020-0521911,1900-01-01,2020,9,16,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0528422,1900-01-01,2020,9,20,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2020-0534114,1900-01-01,2020,9,24,,,,,,,Mujer,25, Entre 21- 40,,,,,,,,,,,,
LC-2020-0549808,1900-01-01,2020,10,3,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0549808,1900-01-01,2020,10,3,,,,,,,Mujer,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0549808,1900-01-01,2020,10,3,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2020-0552553,1900-01-01,2020,10,6,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0558028,1900-01-01,2020,10,9,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0563211,1900-01-01,2020,10,13,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0567011,1900-01-01,2020,10,15,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0568079,1900-01-01,2020,10,16,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0575810,1900-01-01,2020,10,21,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2020-0581598,1900-01-01,2020,10,25,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0586387,1900-01-01,2020,10,28,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2020-0586645,1900-01-01,2020,10,28,,,,,,,sd,0,Menos de 20,,,,,,,,,,,,
LC-2020-0587520,1900-01-01,2020,10,29,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2020-0589875,1900-01-01,2020,10,30,,,,,,,Varon,77,Entre 61-80,,,,,,,,,,,,
LC-2020-0589875,1900-01-01,2020,10,30,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2020-0603563,1900-01-01,2020,11,9,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2020-0605553,1900-01-01,2020,11,10,,,,,,,Mujer,31, Entre 21- 40,,,,,,,,,,,,
LC-2020-0606754,1900-01-01,2020,11,10,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2020-0610152,1900-01-01,2020,11,12,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0610337,1900-01-01,2020,11,12,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2020-0612685,1900-01-01,2020,11,13,,,,,,,Varon,51,Entre 41-60,,,,,,,,,,,,
LC-2020-0612906,1900-01-01,2020,11,13,,,,,,,Mujer,41,Entre 41-60,,,,,,,,,,,,
LC-2020-0614196,1900-01-01,2020,11,14,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2020-0614280,1900-01-01,2020,11,15,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2020-0621024,1900-01-01,2020,11,19,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2020-0621597,1900-01-01,2020,11,19,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0622054,1900-01-01,2020,11,20,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2020-0622356,1900-01-01,2020,11,20,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0626499,1900-01-01,2020,11,23,,,,,,,Mujer,2,Menos de 20,,,,,,,,,,,,
LC-2020-0628539,1900-01-01,2020,11,25,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2020-0628539,1900-01-01,2020,11,25,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2020-0633335,1900-01-01,2020,11,27,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2020-0633626,1900-01-01,2020,11,27,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2020-0633634,1900-01-01,2020,11,27,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2020-0636964,1900-01-01,2020,11,30,,,,,,,Varon,81,Más de 80,,,,,,,,,,,,
LC-2020-0638625,1900-01-01,2020,12,1,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2020-0643135,1900-01-01,2020,12,4,,,,,,,Varon,61,Entre 61-80,,,,,,,,,,,,
LC-2020-0643887,1900-01-01,2020,12,4,,,,,,,Mujer,62,Entre 61-80,,,,,,,,,,,,
LC-2020-0647173,1900-01-01,2020,12,7,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2020-0647491,1900-01-01,2020,12,8,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2020-0650000,1900-01-01,2020,12,9,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2020-0662838,1900-01-01,2020,12,17,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
