Id,Fecha,Aaa,Mes_x,Día_x,Día semana,Hora,Num víctimas,Participantes,Acusado,Victima,Sexo,Edad victima,Rango etario,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
LC-2019-0116000,1900-01-01,2019,2,23,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116121,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0116121,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0116121,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0116130,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0116175,1900-01-01,2019,2,23,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116219,1900-01-01,2019,2,23,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116244,1900-01-01,2019,2,23,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116664,1900-01-01,2019,2,23,,,,,,,Mujer,46,Entre 41-60,,,,,,,,,,,,
LC-2019-0116700,1900-01-01,2019,2,23,,,,,,,Mujer,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116700,1900-01-01,2019,2,23,,,,,,,Mujer,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0116700,1900-01-01,2019,2,23,,,,,,,Mujer,13,Menos de 20,,,,,,,,,,,,
LC-2019-0116800,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0117011,1900-01-01,2019,2,23,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2019-0117078,1900-01-01,2019,2,23,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117078,1900-01-01,2019,2,23,,,,,,,Varon,38, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117104,1900-01-01,2019,2,23,,,,,,,Mujer,81,Más de 80,,,,,,,,,,,,
LC-2019-0117201,1900-01-01,2019,2,23,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2019-0117201,1900-01-01,2019,2,23,,,,,,,Varon,18,Menos de 20,,,,,,,,,,,,
LC-2019-0117243,1900-01-01,2019,2,23,,,,,,,Mujer,50,Entre 41-60,,,,,,,,,,,,
LC-2019-0117314,1900-01-01,2019,2,23,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117337,1900-01-01,2019,2,23,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0117095,1900-01-01,2019,2,23,,,,,,,varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117588,1900-01-01,2019,2,24,,,,,,,Mujer,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117588,1900-01-01,2019,2,24,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117682,1900-01-01,2019,2,24,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117682,1900-01-01,2019,2,24,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0117991,1900-01-01,2019,2,24,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0118122,1900-01-01,2019,2,24,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0118490,1900-01-01,2019,2,24,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126374,1900-01-01,2019,2,24,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126374,1900-01-01,2019,2,24,,,,,,,Mujer,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0118481,1900-01-01,2019,2,25,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2019-0118481,1900-01-01,2019,2,25,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2019-0118513,1900-01-01,2019,2,25,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0118519,1900-01-01,2019,2,25,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2019-0118780,1900-01-01,2019,2,25,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2019-0118791,1900-01-01,2019,2,25,,,,,,,Varon,71,Entre 61-80,,,,,,,,,,,,
LC-2019-0118816,1900-01-01,2019,2,25,,,,,,,Varon,42,Entre 41-60,,,,,,,,,,,,
LC-2019-0118903,1900-01-01,2019,2,25,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0118994,1900-01-01,2019,2,25,,,,,,,Varon,58,Entre 41-60,,,,,,,,,,,,
LC-2019-0119010,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119066,1900-01-01,2019,2,25,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119253,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119434,1900-01-01,2019,2,25,,,,,,,Mujer,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0119568,1900-01-01,2019,2,25,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0119568,1900-01-01,2019,2,25,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0119628,1900-01-01,2019,2,25,,,,,,,Varon,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0119649,1900-01-01,2019,2,25,,,,,,,Mujer,39, Entre 21- 40,,,,,,,,,,,,
LC-2019-0119743,1900-01-01,2019,2,25,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119794,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119794,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0119794,1900-01-01,2019,2,25,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2019-0119858,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0120126,1900-01-01,2019,2,25,,,,,,,Mujer,71,Entre 61-80,,,,,,,,,,,,
LC-2019-0120316,1900-01-01,2019,2,25,,,,,,,Mujer,39, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120452,1900-01-01,2019,2,25,,,,,,,Varon,51,Entre 41-60,,,,,,,,,,,,
LC-2019-0120604,1900-01-01,2019,2,25,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120605,1900-01-01,2019,2,25,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120637,1900-01-01,2019,2,25,,,,,,,Varon,61,Entre 61-80,,,,,,,,,,,,
LC-2019-0120637,1900-01-01,2019,2,25,,,,,,,Mujer,61,Entre 61-80,,,,,,,,,,,,
LC-2019-0120637,1900-01-01,2019,2,25,,,,,,,Mujer,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120639,1900-01-01,2019,2,25,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0120674,1900-01-01,2019,2,25,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120704,1900-01-01,2019,2,25,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120821,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0120839,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0120855,1900-01-01,2019,2,25,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0120912,1900-01-01,2019,2,25,,,,,,,Mujer,45,Entre 41-60,,,,,,,,,,,,
LC-2019-0120941,1900-01-01,2019,2,25,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0120955,1900-01-01,2019,2,25,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121022,1900-01-01,2019,2,25,,,,,,,Varon,40,Entre 41-60,,,,,,,,,,,,
LC-2019-0121049,1900-01-01,2019,2,25,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121118,1900-01-01,2019,2,25,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2019-0121159,1900-01-01,2019,2,25,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121707,1900-01-01,2019,2,25,,,,,,,Varon,57,Entre 41-60,,,,,,,,,,,,
LC-2019-0122800,1900-01-01,2019,2,25,,,,,,,Mujer,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122800,1900-01-01,2019,2,25,,,,,,,Mujer,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127758,1900-01-01,2019,2,25,,,,,,,Mujer,24, Entre 21- 40,,,,,,,,,,,,
LC-2019-0143620,1900-01-01,2019,2,25,,,,,,,Mujer,70,Entre 61-80,,,,,,,,,,,,
LC-2019-0143645,1900-01-01,2019,2,25,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0145748,1900-01-01,2019,2,25,,,,,,,Mujer,60,Entre 61-80,,,,,,,,,,,,
LC-2019-0168260,1900-01-01,2019,2,25,,,,,,,Mujer,52,Entre 41-60,,,,,,,,,,,,
LC-2019-0119115,1900-01-01,2019,2,25,,,,,,,varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121165,1900-01-01,2019,2,26,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0121210,1900-01-01,2019,2,26,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121316,1900-01-01,2019,2,26,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121316,1900-01-01,2019,2,26,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0121316,1900-01-01,2019,2,26,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0121322,1900-01-01,2019,2,26,,,,,,,Mujer,62,Entre 61-80,,,,,,,,,,,,
LC-2019-0121322,1900-01-01,2019,2,26,,,,,,,Mujer,62,Entre 61-80,,,,,,,,,,,,
LC-2019-0121322,1900-01-01,2019,2,26,,,,,,,Mujer,71,Entre 61-80,,,,,,,,,,,,
LC-2019-0121523,1900-01-01,2019,2,26,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2019-0121523,1900-01-01,2019,2,26,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2019-0121525,1900-01-01,2019,2,26,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0121832,1900-01-01,2019,2,26,,,,,,,Varon,68,Entre 61-80,,,,,,,,,,,,
LC-2019-0121832,1900-01-01,2019,2,26,,,,,,,Mujer,68,Entre 61-80,,,,,,,,,,,,
LC-2019-0121886,1900-01-01,2019,2,26,,,,,,,Varon,54,Entre 41-60,,,,,,,,,,,,
LC-2019-0121911,1900-01-01,2019,2,26,,,,,,,Varon,58,Entre 41-60,,,,,,,,,,,,
LC-2019-0122092,1900-01-01,2019,2,26,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122125,1900-01-01,2019,2,26,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122153,1900-01-01,2019,2,26,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122280,1900-01-01,2019,2,26,,,,,,,Varon,53,Entre 41-60,,,,,,,,,,,,
LC-2019-0122280,1900-01-01,2019,2,26,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2019-0122512,1900-01-01,2019,2,26,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0122617,1900-01-01,2019,2,26,,,,,,,Varon,30, Entre 21- 40,,,,,,,,,,,,
LC-2019-0294460,1900-01-01,2019,5,11,,,,,,,Varon,20, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122695,1900-01-01,2019,2,26,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0122732,1900-01-01,2019,2,26,,,,,,,Varon,17,Menos de 20,,,,,,,,,,,,
LC-2019-0122805,1900-01-01,2019,2,26,,,,,,,Mujer,41,Entre 41-60,,,,,,,,,,,,
LC-2019-0122899,1900-01-01,2019,2,26,,,,,,,Mujer,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0122950,1900-01-01,2019,2,26,,,,,,,Mujer,53,Entre 41-60,,,,,,,,,,,,
LC-2019-0123079,1900-01-01,2019,2,26,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123172,1900-01-01,2019,2,26,,,,,,,Mujer,64,Entre 61-80,,,,,,,,,,,,
LC-2019-0123172,1900-01-01,2019,2,26,,,,,,,Mujer,64,Entre 61-80,,,,,,,,,,,,
LC-2019-0123221,1900-01-01,2019,2,26,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123221,1900-01-01,2019,2,26,,,,,,,Mujer,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123239,1900-01-01,2019,2,26,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2019-0123315,1900-01-01,2019,2,26,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123339,1900-01-01,2019,2,26,,,,,,,Mujer,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123351,1900-01-01,2019,2,26,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123501,1900-01-01,2019,2,26,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123572,1900-01-01,2019,2,26,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123616,1900-01-01,2019,2,26,,,,,,,Mujer,51,Entre 41-60,,,,,,,,,,,,
LC-2019-0123698,1900-01-01,2019,2,26,,,,,,,Varon,41,Entre 41-60,,,,,,,,,,,,
LC-2019-0123706,1900-01-01,2019,2,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123712,1900-01-01,2019,2,26,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123717,1900-01-01,2019,2,26,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0123812,1900-01-01,2019,2,26,,,,,,,Mujer,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123836,1900-01-01,2019,2,26,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123852,1900-01-01,2019,2,26,,,,,,,Varon,46,Entre 41-60,,,,,,,,,,,,
LC-2019-0123916,1900-01-01,2019,2,26,,,,,,,Varon,39, Entre 21- 40,,,,,,,,,,,,
LC-2019-0123919,1900-01-01,2019,2,26,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0124004,1900-01-01,2019,2,27,,,,,,,Varon,56,Entre 41-60,,,,,,,,,,,,
LC-2019-0124004,1900-01-01,2019,2,27,,,,,,,Varon,56,Entre 41-60,,,,,,,,,,,,
LC-2019-0124010,1900-01-01,2019,2,27,,,,,,,Mujer,26, Entre 21- 40,,,,,,,,,,,,
LC-2019-0124016,1900-01-01,2019,2,27,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2019-0029336,1900-01-01,2019,1,15,,,,,,,Varon,67,Entre 61-80,,,,,,,,,,,,
LC-2019-0124112,1900-01-01,2019,2,27,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0124112,1900-01-01,2019,2,27,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0124345,1900-01-01,2019,2,27,,,,,,,Varon,26, Entre 21- 40,,,,,,,,,,,,
LC-2019-0124917,1900-01-01,2019,2,27,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2019-0125050,1900-01-01,2019,2,27,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0125172,1900-01-01,2019,2,27,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0125273,1900-01-01,2019,2,27,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2019-0125602,1900-01-01,2019,2,27,,,,,,,Varon,73,Entre 61-80,,,,,,,,,,,,
LC-2019-0125638,1900-01-01,2019,2,27,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0125874,1900-01-01,2019,2,27,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2019-0125884,1900-01-01,2019,2,27,,,,,,,Varon,49,Entre 41-60,,,,,,,,,,,,
LC-2019-0125908,1900-01-01,2019,2,27,,,,,,,Mujer,40,Entre 41-60,,,,,,,,,,,,
LC-2019-0125959,1900-01-01,2019,2,27,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126015,1900-01-01,2019,2,27,,,,,,,Varon,72,Entre 61-80,,,,,,,,,,,,
LC-2019-0126015,1900-01-01,2019,2,27,,,,,,,Varon,72,Entre 61-80,,,,,,,,,,,,
LC-2019-0126039,1900-01-01,2019,2,27,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0126110,1900-01-01,2019,2,27,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126141,1900-01-01,2019,2,27,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126160,1900-01-01,2019,2,27,,,,,,,Varon,45,Entre 41-60,,,,,,,,,,,,
LC-2019-0126286,1900-01-01,2019,2,27,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0126296,1900-01-01,2019,2,27,,,,,,,Varon,66,Entre 61-80,,,,,,,,,,,,
LC-2019-0126305,1900-01-01,2019,2,27,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0126326,1900-01-01,2019,2,27,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126354,1900-01-01,2019,2,27,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0126408,1900-01-01,2019,2,27,,,,,,,Varon,58,Entre 41-60,,,,,,,,,,,,
LC-2019-0126458,1900-01-01,2019,2,27,,,,,,,Mujer,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126505,1900-01-01,2019,2,27,,,,,,,Varon,19,Menos de 20,,,,,,,,,,,,
LC-2019-0126553,1900-01-01,2019,2,27,,,,,,,Mujer,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126560,1900-01-01,2019,2,27,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0130456,1900-01-01,2019,2,27,,,,,,,Mujer,6,Menos de 20,,,,,,,,,,,,
LC-2019-0130456,1900-01-01,2019,2,27,,,,,,,Mujer,6,Menos de 20,,,,,,,,,,,,
LC-2019-0140164,1900-01-01,2019,2,27,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0160649,1900-01-01,2019,2,27,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2019-0126574,1900-01-01,2019,2,28,,,,,,,Varon,44,Entre 41-60,,,,,,,,,,,,
LC-2019-0126596,1900-01-01,2019,2,28,,,,,,,Varon,51,Entre 41-60,,,,,,,,,,,,
LC-2019-0126633,1900-01-01,2019,2,28,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126772,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0126923,1900-01-01,2019,2,28,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2019-0126937,1900-01-01,2019,2,28,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127113,1900-01-01,2019,2,28,,,,,,,Varon,24, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127214,1900-01-01,2019,2,28,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127669,1900-01-01,2019,2,28,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127723,1900-01-01,2019,2,28,,,,,,,Varon,36, Entre 21- 40,,,,,,,,,,,,
LC-2019-0127812,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128037,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128037,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128037,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128124,1900-01-01,2019,2,28,,,,,,,Varon,48,Entre 41-60,,,,,,,,,,,,
LC-2019-0128200,1900-01-01,2019,2,28,,,,,,,Mujer,37, Entre 21- 40,,,,,,,,,,,,
LC-2019-0128332,1900-01-01,2019,2,28,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0128419,1900-01-01,2019,2,28,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0128473,1900-01-01,2019,2,28,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2019-0128552,1900-01-01,2019,2,28,,,,,,,Mujer,74,Entre 61-80,,,,,,,,,,,,
LC-2019-0391637,1900-01-01,2019,6,24,,,,,,,Varon,67,Entre 61-80,,,,,,,,,,,,
LC-2019-0128561,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128563,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128582,1900-01-01,2019,2,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128587,1900-01-01,2019,2,28,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128598,1900-01-01,2019,2,28,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2019-0128600,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128610,1900-01-01,2019,2,28,,,,,,,Mujer,34, Entre 21- 40,,,,,,,,,,,,
LC-2019-0128624,1900-01-01,2019,2,28,,,,,,,Varon,70,Entre 61-80,,,,,,,,,,,,
LC-2019-0128637,1900-01-01,2019,2,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128730,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128731,1900-01-01,2019,2,28,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128731,1900-01-01,2019,2,28,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128789,1900-01-01,2019,2,28,,,,,,,SD,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128794,1900-01-01,2019,2,28,,,,,,,Varon,52,Entre 41-60,,,,,,,,,,,,
LC-2019-0128813,1900-01-01,2019,2,28,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0128835,1900-01-01,2019,2,28,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0128890,1900-01-01,2019,2,28,,,,,,,Varon,81,Más de 80,,,,,,,,,,,,
LC-2019-0128946,1900-01-01,2019,2,28,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0129713,1900-01-01,2019,2,28,,,,,,,Mujer,44,Entre 41-60,,,,,,,,,,,,
LC-2019-0130811,1900-01-01,2019,2,28,,,,,,,Varon,21, Entre 21- 40,,,,,,,,,,,,
LC-2019-0143805,1900-01-01,2019,2,28,,,,,,,Mujer,70,Entre 61-80,,,,,,,,,,,,
LC-2019-0129177,1900-01-01,2019,3,1,,,,,,,Varon,35, Entre 21- 40,,,,,,,,,,,,
LC-2019-0129239,1900-01-01,2019,3,1,,,,,,,Varon,34, Entre 21- 40,,,,,,,,,,,,
LC-2019-0129447,1900-01-01,2019,3,1,,,,,,,Mujer,38, Entre 21- 40,,,,,,,,,,,,
LC-2019-0129475,1900-01-01,2019,3,1,,,,,,,Varon,47,Entre 41-60,,,,,,,,,,,,
LC-2019-0129573,1900-01-01,2019,3,1,,,,,,,Varon,25, Entre 21- 40,,,,,,,,,,,,
LC-2019-0129597,1900-01-01,2019,3,1,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0129685,1900-01-01,2019,3,1,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2019-0129767,1900-01-01,2019,3,1,,,,,,,Varon,59,Entre 41-60,,,,,,,,,,,,
LC-2019-0129789,1900-01-01,2019,3,1,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0129939,1900-01-01,2019,3,1,,,,,,,Varon,33, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130001,1900-01-01,2019,3,1,,,,,,,Mujer,26, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130219,1900-01-01,2019,3,1,,,,,,,Mujer,0,Menos de 20,,,,,,,,,,,,
LC-2019-0130244,1900-01-01,2019,3,1,,,,,,,Varon,5,Menos de 20,,,,,,,,,,,,
LC-2019-0409806,1900-01-01,2019,7,2,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130327,1900-01-01,2019,3,1,,,,,,,Varon,31, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130434,1900-01-01,2019,3,1,,,,,,,Varon,56,Entre 41-60,,,,,,,,,,,,
LC-2019-0130434,1900-01-01,2019,3,1,,,,,,,Mujer,56,Entre 41-60,,,,,,,,,,,,
LC-2019-0130552,1900-01-01,2019,3,1,,,,,,,Varon,37, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130698,1900-01-01,2019,3,1,,,,,,,Varon,0,Menos de 20,,,,,,,,,,,,
LC-2019-0130710,1900-01-01,2019,3,1,,,,,,,Mujer,43,Entre 41-60,,,,,,,,,,,,
LC-2019-0130722,1900-01-01,2019,3,1,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130732,1900-01-01,2019,3,1,,,,,,,Varon,23, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130771,1900-01-01,2019,3,1,,,,,,,Mujer,28, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130777,1900-01-01,2019,3,1,,,,,,,Varon,27, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130814,1900-01-01,2019,3,1,,,,,,,Varon,17,Menos de 20,,,,,,,,,,,,
LC-2019-0130895,1900-01-01,2019,3,1,,,,,,,Varon,43,Entre 41-60,,,,,,,,,,,,
LC-2019-0130984,1900-01-01,2019,3,1,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130984,1900-01-01,2019,3,1,,,,,,,Varon,28, Entre 21- 40,,,,,,,,,,,,
LC-2019-0130993,1900-01-01,2019,3,1,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0131010,1900-01-01,2019,3,1,,,,,,,Mujer,32, Entre 21- 40,,,,,,,,,,,,
LC-2019-0131011,1900-01-01,2019,3,1,,,,,,,Varon,29, Entre 21- 40,,,,,,,,,,,,
LC-2019-0131012,1900-01-01,2019,3,1,,,,,,,Varon,22, Entre 21- 40,,,,,,,,,,,,
